monument,distance_km,trip_days,travelers,hotel_type,transport_mode,season,total_budget
"The palace situated in the fort, Burhanpur",2414,3,3,Standard,Car,Monsoon,21153
Chittaurgarh Fort,541,9,2,Luxury,Car,Winter,71864
Upper Fort Aguada,2184,6,3,Luxury,Train,Monsoon,39291
Group of Monuments Mamallapuram,878,2,1,Luxury,Train,Winter,18143
Buddhist Caves,1361,4,1,Luxury,Bus,Summer,27190
Ancient Site Bhangarh,1661,3,5,Luxury,Car,Winter,40673
Itimad-ud-Daulah-Tomb,2276,2,6,Budget,Bus,Winter,14718
Qutub Minar,570,5,1,Budget,Bus,Winter,9342
Taj Mahal,878,3,5,Luxury,Train,Summer,26956
Dariya Daulath Bagh,510,2,4,Standard,Train,Winter,11922
Qutub Minar,2096,1,3,Luxury,Bus,Monsoon,10005
Tomb of Rabia Durani (Bibi ka Maqbara),2026,9,6,Budget,Car,Winter,54435
Chandragiri Monument,2365,6,7,Luxury,Train,Summer,60266
"Western Group of Temples, Khajuraho",2431,2,4,Luxury,Car,Winter,36368
Ajanta Caves,1941,6,7,Budget,Train,Winter,36061
"Gol Gumbaz, Vijayapura",1929,8,5,Luxury,Train,Monsoon,56639
Roopmati's Pavilion,2286,1,1,Budget,Car,Summer,16732
Chandragiri Monument,1900,7,2,Standard,Bus,Monsoon,21383
"Bekal Fort, Pallikkare, Distt. Kasargod",839,3,2,Budget,Bus,Summer,8413
Bishnupur Temples,2465,6,5,Standard,Train,Summer,35789
"Cave Temple & Inscriptions, Bhaja",872,2,6,Luxury,Bus,Monsoon,14855
"Ancient site of Vaishali, Kolhua",654,7,5,Budget,Car,Summer,26706
"Ancient Site and Adamgrah rock shelter, Kalamdi Rasuliya and kishanpur",568,8,6,Luxury,Car,Summer,68339
Elephanta Caves,1005,2,3,Standard,Train,Winter,11844
Durga temple complex Aihole,964,4,3,Budget,Car,Winter,18742
Cooch Bihar Palace,1945,4,5,Luxury,Bus,Monsoon,29407
Charminar,2372,3,1,Standard,Bus,Monsoon,11436
Bishnudol,2101,6,7,Standard,Car,Winter,54653
Palace of Tipu Sultan,2437,7,7,Standard,Car,Winter,62768
Fatehpur Sikri,1021,7,4,Standard,Train,Summer,32184
"Cave, Temple and Inscriptions, Junaar, Lenyadri",2308,9,7,Standard,Bus,Winter,61831
Purana Qila,1933,2,1,Budget,Bus,Winter,8316
"Ancient site of Vaishali, Kolhua",1970,6,1,Budget,Train,Winter,17465
Sheikh Chilli's Tomb,1120,1,3,Budget,Car,Monsoon,8891
Cooch Bihar Palace,1491,9,2,Luxury,Bus,Summer,61872
"Buddhish Caves, Junagadh",2221,9,7,Budget,Car,Winter,59161
Baori at Abhaneri,1821,3,6,Budget,Train,Summer,16474
"Rudabai Step Well, Adalaj",411,5,6,Luxury,Car,Summer,44155
Nagarjuna Kunda,1668,2,2,Budget,Car,Summer,13860
"Gupta Temple & Varah Temple, Deogarh",213,9,1,Standard,Car,Summer,24876
"Rudabai Step Well, Adalaj",710,3,1,Budget,Bus,Summer,6321
Dariya Daulath Bagh,854,7,1,Budget,Train,Monsoon,10092
Upper Fort Aguada,747,7,4,Standard,Car,Summer,32335
Taj Mahal,1073,4,1,Budget,Train,Winter,10742
"Fort St. Angelo, Kannur",76,2,7,Standard,Car,Monsoon,9843
Palace of Tipu Sultan,1306,3,1,Luxury,Bus,Monsoon,16946
Hoshang Shah's Tomb,1728,9,2,Budget,Train,Summer,21463
Amaravati mahastupa,458,9,5,Standard,Car,Monsoon,35626
Hoshang Shah's Tomb,2172,1,1,Budget,Train,Monsoon,6631
"Buddhist Remains on hill top at Guntupalli, W.G.District",913,8,7,Luxury,Bus,Winter,84744
Sultanghari Tomb,1165,6,5,Luxury,Bus,Winter,58309
Charminar,1576,8,4,Luxury,Car,Monsoon,56288
"Ranghar Pavillion, Jaisagar",836,2,2,Luxury,Train,Winter,19016
Durga temple complex Aihole,400,1,3,Standard,Bus,Winter,5470
Dariya Daulath Bagh,855,4,5,Standard,Car,Summer,23346
Mausoleum,1066,1,7,Standard,Bus,Monsoon,6507
Baori at Abhaneri,86,6,7,Luxury,Car,Summer,51973
Raigad Fort,149,1,6,Luxury,Car,Summer,10074
"Avantiswamin Temple, Avantipur, District Pulwama",643,2,6,Budget,Bus,Summer,9486
Ancient Buddhist Site known as Chaukhandi stupa,391,6,6,Standard,Bus,Winter,35310
Sheikh Chilli's Tomb,1150,7,5,Standard,Train,Summer,34345
Rajarani Temple,937,4,7,Luxury,Bus,Monsoon,29370
"Rani Ki-Vav, Patan",1485,9,2,Budget,Bus,Monsoon,16628
"Ancient site of Vaishali, Kolhua",1038,1,4,Budget,Car,Winter,10966
"Janjira Fort, Murd",2470,5,6,Luxury,Bus,Summer,46735
Charminar,1469,8,1,Standard,Bus,Winter,29317
Aga  Khan Palace Building,1541,4,2,Luxury,Bus,Monsoon,24584
"Sun Temple, Konark",54,8,6,Budget,Train,Summer,29552
"Moovarkoil, Kodumbalur",716,6,3,Luxury,Bus,Summer,43268
Agra Fort,1135,8,5,Standard,Train,Summer,39573
Deeg Bhawan,919,8,1,Luxury,Train,Monsoon,41392
"Sun temple, Modhera",320,6,1,Budget,Train,Monsoon,7047
Site of Sahet mahet,859,7,4,Standard,Bus,Winter,34422
mattancherry Palace Museum Kochi,1322,5,4,Budget,Bus,Monsoon,14004
Akbar Tomb Sikandra,2086,6,4,Luxury,Train,Winter,60969
Ancient Site of Vikramshila Antichak,471,7,5,Luxury,Bus,Monsoon,44811
"Baba Pyara Caves,Junagadh & Khapra Khodiya Caves, Junagadh",277,6,5,Budget,Bus,Winter,22979
"Natural Caven with inscription eladipattam, Sittannavasal",2375,4,5,Budget,Train,Monsoon,17374
"Caves, Temples and inscriptions Karla",1786,7,4,Standard,Bus,Winter,37105
Temple of Laxman and Old sites including sculptures sirpur,1656,9,7,Budget,Car,Summer,47133
Jantar Mantar,2290,5,7,Budget,Train,Winter,31794
Kondiote Caves,392,3,1,Standard,Car,Summer,11195
Upper Fort Aguada,1080,1,5,Luxury,Train,Summer,12504
Fatehpur Sikri,1903,2,4,Budget,Bus,Summer,10079
"Temples & Sculpture Shed, lakkumdi",1584,4,5,Budget,Car,Summer,22216
"Fort on Rock, Dindigual",2373,6,7,Standard,Bus,Summer,37941
Mariam tomb Sikandra,1753,2,5,Luxury,Train,Summer,21696
Chandragiri Monument,1899,5,5,Luxury,Train,Summer,45527
"The palace situated in the fort, Burhanpur",2046,1,3,Budget,Train,Summer,9265
"Western Group of Temples, Khajuraho",66,5,3,Budget,Train,Winter,13733
mattancherry Palace Museum Kochi,1618,3,1,Luxury,Bus,Summer,22188
Qutub Minar,2452,4,7,Budget,Train,Winter,27724
Palace of Tipu Sultan,2086,1,4,Standard,Car,Monsoon,15214
"Asokan Rock Edict, Jungadh",2417,1,4,Budget,Train,Winter,13194
Ajanta Caves,2095,7,2,Standard,Bus,Monsoon,21778
"Gingee Fort , Gingee",2246,1,4,Standard,Train,Monsoon,8636
Bishnudol,741,6,6,Budget,Bus,Summer,23624
Tomb of Lal Khan,2121,8,2,Luxury,Bus,Summer,56067
Golconda,2482,4,6,Budget,Bus,Monsoon,15779
"Asokan Rock Edict, Jungadh",1427,9,7,Standard,Car,Monsoon,46479
"Caves, Temples and inscriptions Karla",394,4,2,Standard,Train,Winter,16090
Ram Bagh,345,6,1,Budget,Car,Winter,12937
Mehtab Bagh,1617,2,3,Budget,Car,Monsoon,11892
Site of Sahet mahet,119,6,1,Luxury,Train,Monsoon,30280
"Rani Ki-Vav, Patan",2498,2,5,Standard,Bus,Summer,13847
"The palace situated in the fort, Burhanpur",1526,6,3,Budget,Train,Summer,18562
Raigad Fort,132,3,1,Luxury,Car,Winter,22790
"Group of Monuments, Hampi",1104,5,2,Luxury,Bus,Summer,34600
Warangal,1902,4,7,Standard,Car,Summer,34052
Observatory of Man Singh,586,7,3,Luxury,Car,Summer,51304
Ancient Buddhist Site known as Chaukhandi stupa,403,4,3,Standard,Bus,Winter,17949
Kalinjar Fort,1536,8,5,Standard,Bus,Monsoon,31582
Fatehpur Sikri,1352,4,5,Luxury,Car,Monsoon,33722
"Ibrahim Rauza, Bijapur",687,3,2,Budget,Train,Monsoon,6214
Suraj Kund,1217,7,7,Luxury,Bus,Monsoon,50657
Upper Fort Aguada,2470,2,6,Standard,Bus,Winter,17513
Baori at Abhaneri,2189,4,3,Standard,Bus,Monsoon,15593
Caves 1 t0 20 Udaygiri Vidisha,2113,7,3,Standard,Train,Summer,31522
Golconda,2035,8,2,Budget,Train,Winter,24145
Chittaurgarh Fort,2473,7,4,Budget,Bus,Winter,27858
Roopmati's Pavilion,1809,7,1,Standard,Bus,Summer,23549
Upper Fort Aguada,1229,7,4,Standard,Train,Winter,37818
Akbar Tomb Sikandra,1991,4,4,Standard,Train,Summer,22684
"Janjira Fort, Murd",1328,7,1,Luxury,Car,Winter,59264
Akbar Tomb Sikandra,2337,8,3,Luxury,Train,Monsoon,51702
"Fort on Rock, Dindigual",2173,9,2,Luxury,Car,Summer,72520
Rani Lakshmi Bai Mahal,1805,1,3,Budget,Car,Monsoon,11389
Excavated Remains at Nalanda,1834,4,7,Luxury,Train,Monsoon,33547
Deeg Bhawan,478,4,2,Budget,Bus,Monsoon,6740
Suraj Kund,1108,1,4,Budget,Car,Summer,11063
Itimad-ud-Daulah-Tomb,1296,3,3,Standard,Train,Summer,15060
"Temples & Sculpture Shed, lakkumdi",1642,2,5,Luxury,Bus,Summer,19331
Safdarjung Tomb,1997,2,6,Luxury,Car,Summer,29448
Roopmati's Pavilion,701,4,2,Budget,Bus,Monsoon,7355
Marble Pavillion and balustrade on the Ana Sagar bund and ruins of the marble Hammam Behind the Ana sagar Bund,218,3,6,Luxury,Train,Winter,30387
Humayun Tomb,2319,2,4,Luxury,Bus,Winter,24540
Hazarduari Palace,349,3,5,Standard,Bus,Monsoon,12298
Upper Fort Aguada,1181,7,3,Luxury,Train,Summer,52216
"Western Group of Temples, Khajuraho",1749,7,7,Budget,Bus,Summer,31446
Buddhist Caves,1857,1,7,Budget,Bus,Winter,9850
Pandulena Caves,1096,1,2,Luxury,Bus,Winter,10779
Bellary Fort,78,3,4,Luxury,Bus,Summer,21395
"Natural Caven with inscription eladipattam, Sittannavasal",1151,3,1,Standard,Car,Summer,16829
"Rani Ki-Vav, Patan",2079,1,6,Standard,Bus,Monsoon,7011
Golconda,1929,3,2,Budget,Train,Monsoon,10616
"Temples & Sculpture Shed, lakkumdi",1118,4,4,Budget,Car,Monsoon,14591
Mariam tomb Sikandra,1761,9,1,Luxury,Train,Monsoon,48535
"Cave Temple & Inscriptions, Bhaja",913,7,4,Budget,Bus,Monsoon,17677
Rock-cut Temples and Sculptures,2179,9,5,Standard,Car,Winter,63881
Excavated Remains at sarnath,353,4,3,Budget,Train,Summer,10729
Fort Vattakottai,471,6,2,Standard,Train,Monsoon,17197
Tomb of Rabia Durani (Bibi ka Maqbara),1552,2,4,Luxury,Car,Monsoon,20030
Caves 1 t0 20 Udaygiri Vidisha,1221,8,5,Budget,Train,Monsoon,23007
Sultanghari Tomb,2299,1,5,Luxury,Bus,Winter,15970
Sheikh Chilli's Tomb,2340,5,5,Luxury,Car,Winter,64564
Caves 1 t0 20 Udaygiri Vidisha,805,9,5,Budget,Bus,Summer,29986
Sher Shah's Tomb,2350,9,6,Luxury,Car,Summer,89502
"Ancient Site and Adamgrah rock shelter, Kalamdi Rasuliya and kishanpur",2002,2,6,Budget,Train,Summer,14229
Ram Bagh,1780,8,4,Standard,Bus,Monsoon,28886
"Old Fort, Sholapur",278,9,7,Budget,Bus,Summer,37180
"Cave Temple & Inscriptions, Bhaja",1306,6,5,Standard,Train,Monsoon,24885
Deeg Bhawan,631,7,1,Luxury,Car,Monsoon,37381
Itimad-ud-Daulah-Tomb,1374,5,4,Luxury,Car,Winter,54050
Hoshang Shah's Tomb,445,4,2,Budget,Bus,Monsoon,5883
"Fort on Rock, Dindigual",2163,6,6,Standard,Bus,Monsoon,27670
"Ibrahim Rauza, Bijapur",165,5,7,Standard,Train,Summer,26642
"Kareghar of Ahom Kings, Sibasagar",350,3,1,Standard,Train,Winter,12094
Sultanghari Tomb,2156,6,1,Standard,Train,Summer,23070
"Western Group of Temples, Khajuraho",578,2,7,Budget,Car,Monsoon,10681
"Fort on Rock, Dindigual",2175,5,7,Standard,Car,Winter,48184
Residency Building,1495,5,7,Luxury,Train,Summer,48675
Kalinjar Fort,2383,1,6,Standard,Train,Monsoon,10595
Red Fort,92,6,1,Budget,Train,Monsoon,6564
Ruins of Buddhist Temples and Images lalitgiri,1515,9,2,Luxury,Train,Summer,62068
Shaniwarwada,1450,4,1,Budget,Car,Monsoon,11531
Buddhist Caves,1005,9,6,Standard,Car,Summer,51285
"Palace Complex at Ramnagar, Distt. Udhampur",135,4,4,Luxury,Car,Monsoon,24010
Mehtab Bagh,635,7,5,Budget,Train,Monsoon,20399
Lord Cornwallis Tomb,2117,3,4,Budget,Train,Summer,14464
Elephanta Caves,927,2,5,Luxury,Bus,Winter,21939
"Ibrahim Rauza, Bijapur",1914,5,1,Budget,Bus,Monsoon,10067
Ancient Buddhist Site known as Chaukhandi stupa,2147,6,3,Standard,Car,Summer,35773
Caves 1 t0 20 Udaygiri Vidisha,433,1,7,Budget,Bus,Monsoon,3880
Mausoleum,2246,5,4,Luxury,Car,Summer,50970
Taj Mahal,1302,7,7,Standard,Bus,Summer,40270
"The palace situated in the fort, Burhanpur",602,3,4,Budget,Bus,Summer,10428
Buddhist Caves Kanheri,1620,9,3,Budget,Bus,Summer,24499
Group of Monuments (WH) Pattadakal,110,8,5,Luxury,Car,Summer,61855
Bir Singh Palace Datia,1148,4,7,Budget,Train,Summer,19001
"Remains of Patliputra Site of Mauryan Palace, Kumrahar",2083,1,7,Standard,Train,Summer,11778
Lohgad Fort,2300,3,1,Standard,Car,Winter,27923
Buddhist Caves Kanheri,411,9,1,Standard,Train,Summer,26197
Safdarjung Tomb,1663,2,3,Standard,Car,Monsoon,15910
"Group of monument, Royal Palace Mandu",1726,6,1,Standard,Train,Summer,21853
Safdarjung Tomb,211,7,6,Standard,Train,Summer,35830
Gwalior Fort,1121,6,6,Standard,Bus,Monsoon,26527
Tomb of Lal Khan,165,2,3,Budget,Bus,Summer,5368
Chittaurgarh Fort,2325,2,1,Budget,Train,Summer,10831
Chandragiri Monument,547,1,6,Budget,Bus,Monsoon,3402
Ruins of Buddhist Temples and Images lalitgiri,1610,1,4,Budget,Car,Monsoon,11529
Residency Building,488,1,5,Budget,Car,Winter,8458
Ahom Raja's Palace,1959,1,3,Luxury,Train,Monsoon,10428
"Janjira Fort, Murd",849,4,7,Luxury,Train,Winter,44714
Ancient Buddhist Site known as Chaukhandi stupa,2254,2,2,Budget,Bus,Monsoon,6739
"Tiger headed Rock cut temple & two other monuments, Saluvankuppam",2386,7,6,Standard,Train,Monsoon,34756
"Rudabai Step Well, Adalaj",1667,1,3,Standard,Train,Summer,10046
Qutub Minar,802,6,5,Luxury,Train,Winter,59033
Bishnudol,2105,5,6,Luxury,Train,Summer,47015
Buddhist Caves Kanheri,326,8,7,Luxury,Train,Summer,70667
Aurangabad Caves,135,9,7,Luxury,Bus,Summer,77883
Warangal,774,4,6,Standard,Car,Summer,23985
"Group of four MaidansCharaideo, Sibasagar",1849,5,1,Budget,Bus,Summer,11649
Deeg Bhawan,1188,9,5,Standard,Bus,Summer,42692
Golconda,263,9,7,Standard,Train,Summer,48082
Excavated Remains at Nalanda,236,4,1,Luxury,Bus,Winter,28172
"Palace Complex at Ramnagar, Distt. Udhampur",1223,5,2,Luxury,Car,Winter,46798
"Gol Gumbaz, Vijayapura",1499,3,6,Budget,Car,Winter,24726
Dariya Daulath Bagh,1033,1,6,Budget,Bus,Monsoon,5717
"Kolaba Fort, Alibag",1236,5,2,Luxury,Train,Summer,36696
"Kareghar of Ahom Kings, Sibasagar",716,5,5,Standard,Bus,Winter,27749
"Palace Complex at Ramnagar, Distt. Udhampur",2273,3,4,Luxury,Bus,Winter,32566
Itimad-ud-Daulah-Tomb,633,1,6,Standard,Car,Winter,11968
"Gupta Temple & Varah Temple, Deogarh",1787,9,6,Luxury,Car,Monsoon,68969
Bishnudol,1380,3,5,Luxury,Train,Winter,32165
"Natural Caven with inscription eladipattam, Sittannavasal",1128,1,7,Standard,Bus,Summer,8687
"Buddhist cave no 01 to 51 Dhamnar, Tehsil Garoth",1400,4,4,Luxury,Bus,Monsoon,27197
"Ancient Buddhist Remains comprising monastery stupa, rock sculptures, inscriptions ect Mansur",953,8,7,Budget,Bus,Monsoon,28287
Amaravati mahastupa,1164,2,3,Luxury,Bus,Summer,17234
Observatory of Man Singh,1326,1,6,Budget,Car,Monsoon,10577
"Rudabai Step Well, Adalaj",1146,3,3,Standard,Train,Summer,14570
Marble Pavillion and balustrade on the Ana Sagar bund and ruins of the marble Hammam Behind the Ana sagar Bund,1665,9,2,Budget,Car,Monsoon,21316
"Natural Caven with inscription eladipattam, Sittannavasal",1976,3,5,Budget,Bus,Monsoon,11867
Rajarani Temple,791,8,2,Standard,Car,Winter,36351
Purana Qila,2396,9,6,Standard,Bus,Summer,49575
Ancient Buddhist Site known as Chaukhandi stupa,2107,4,3,Luxury,Bus,Summer,32579
Mariam tomb Sikandra,87,2,3,Standard,Car,Monsoon,5562
The Hill Containing Many Valuable Sculptures and Images Ratnagiri,2062,3,3,Budget,Bus,Summer,12036
Chandragiri Monument,263,1,6,Budget,Bus,Summer,4171
Buddhist Caves Kanheri,1754,3,5,Budget,Car,Summer,20762
Aga  Khan Palace Building,825,6,1,Luxury,Train,Winter,46386
Residency Building,656,8,6,Budget,Bus,Winter,35987
"Old Fort, Sholapur",2412,9,4,Budget,Train,Winter,37847
Buddhist Caves,2338,5,7,Budget,Bus,Winter,30822
Khan-I-Khana,333,1,3,Budget,Car,Monsoon,3898
"Rani Ki-Vav, Patan",2396,4,4,Budget,Car,Monsoon,22211
Khan-I-Khana,778,6,3,Budget,Car,Winter,22201
Ancient Remains on both Udaigiri & Khandagiri Hills,119,3,1,Luxury,Train,Winter,21015
Red Fort,2039,6,5,Standard,Car,Winter,48161
Site of Sahet mahet,2358,1,2,Luxury,Car,Summer,21972
"Remains of Patliputra Site of Mauryan Palace, Kumrahar",1348,7,6,Standard,Bus,Summer,36346
"Temples & Sculpture Shed, lakkumdi",55,1,6,Standard,Car,Summer,6245
"Ibrahim Rauza, Bijapur",1242,9,6,Standard,Bus,Monsoon,37192
Tughluqabad,1076,5,5,Budget,Bus,Winter,20916
Lohgad Fort,2084,2,5,Luxury,Train,Winter,26493
Bir Singh Palace Datia,1317,1,6,Luxury,Train,Summer,12268
Site of Sahet mahet,2274,7,2,Standard,Car,Summer,37085
"Janjira Fort, Murd",84,7,6,Luxury,Train,Summer,57830
Temple of Laxman and Old sites including sculptures sirpur,1279,8,1,Standard,Train,Summer,24891
Buddhist Caves Kanheri,819,9,5,Standard,Car,Summer,44569
"Caves, Temples and inscriptions Karla",2191,7,5,Budget,Bus,Winter,30581
Charminar,413,8,6,Standard,Train,Summer,39597
"Fort on Rock, Dindigual",519,8,6,Standard,Car,Summer,41596
"Group of Temples at kiramchi, District Udhampur",64,6,3,Standard,Bus,Summer,21762
Excavated Remains at sarnath,1686,5,4,Standard,Bus,Monsoon,19177
Ancient Buddhist Site known as Chaukhandi stupa,1359,5,1,Budget,Car,Summer,15015
"Gupta Temple & Varah Temple, Deogarh",2093,9,6,Budget,Car,Winter,55073
Amaravati mahastupa,193,2,4,Standard,Train,Monsoon,7839
Daulatabad Fort,2480,2,6,Luxury,Train,Winter,28781
Chandragiri Monument,2119,1,6,Luxury,Bus,Winter,14639
Tomb of Lal Khan,1174,6,2,Luxury,Car,Summer,47057
Ancient Palace Leh,1881,1,4,Standard,Car,Winter,18841
Hazarduari Palace,1171,7,2,Luxury,Car,Summer,53602
Suraj Kund,1664,5,3,Standard,Car,Monsoon,24227
Raigad Fort,478,7,4,Luxury,Bus,Monsoon,43036
Ajanta Caves,943,3,5,Budget,Car,Summer,16274
"Janjira Fort, Murd",1480,8,4,Luxury,Train,Winter,74225
Chandragiri Monument,234,9,3,Standard,Train,Monsoon,26350
Cooch Bihar Palace,56,8,4,Luxury,Car,Summer,59146
Ancient Remains on both Udaigiri & Khandagiri Hills,428,7,3,Standard,Car,Summer,28093
Humayun Tomb,753,7,6,Luxury,Car,Winter,72916
"Champaner Monuments, Pavagadh",2226,4,1,Luxury,Car,Winter,46426
Gawilgarh Fort,387,6,1,Standard,Bus,Summer,17883
Sultanghari Tomb,1627,2,6,Standard,Bus,Winter,16654
"Group of Temples at kiramchi, District Udhampur",2300,6,1,Luxury,Train,Monsoon,36169
"Palace Complex at Ramnagar, Distt. Udhampur",1479,6,1,Standard,Bus,Monsoon,15122
"Fort on Rock, Dindigual",1706,8,6,Standard,Bus,Winter,50878
Sher Shah's Tomb,1086,7,4,Budget,Car,Monsoon,22251
"Buddhish Caves, Junagadh",1995,6,6,Standard,Train,Monsoon,30210
Bishnudol,2475,3,1,Budget,Train,Winter,15015
Fatehpur Sikri,1415,6,5,Budget,Train,Monsoon,19286
Pandulena Caves,583,4,4,Luxury,Train,Monsoon,26293
Durga temple complex Aihole,2343,1,2,Standard,Car,Monsoon,14834
Ellora Caves,2243,4,7,Standard,Bus,Summer,26526
Ancient Buddhist Site known as Chaukhandi stupa,523,4,4,Standard,Car,Winter,22668
Marble Pavillion and balustrade on the Ana Sagar bund and ruins of the marble Hammam Behind the Ana sagar Bund,110,1,7,Budget,Bus,Summer,4136
Temple of Laxman and Old sites including sculptures sirpur,784,4,5,Luxury,Car,Monsoon,29970
Fortress and Temple Chitrudurga Fort,1022,2,5,Standard,Train,Winter,15061
Tomb of Lal Khan,1114,7,1,Budget,Train,Monsoon,11670
Dariya Daulath Bagh,1703,8,2,Standard,Car,Winter,42438
The Hill Containing Many Valuable Sculptures and Images Ratnagiri,2303,9,3,Budget,Train,Monsoon,23145
Rock-cut Temples and Sculptures,760,2,4,Luxury,Bus,Monsoon,13103
Bellary Fort,1806,9,5,Luxury,Car,Monsoon,66068
The Hill Containing Many Valuable Sculptures and Images Ratnagiri,971,7,1,Budget,Bus,Winter,13805
"Caves, Temples and inscriptions Karla",1760,6,1,Standard,Train,Winter,26404
"Ancient site of Vaishali, Kolhua",1796,5,5,Budget,Car,Summer,27465
Deeg Bhawan,120,7,1,Luxury,Train,Summer,43297
"Caves, Temples and inscriptions Karla",934,4,3,Luxury,Bus,Summer,29854
Buddhist Caves,1859,8,7,Standard,Train,Summer,48749
Residency Building,1145,9,5,Luxury,Car,Monsoon,63883
Caves 1 t0 20 Udaygiri Vidisha,550,4,3,Budget,Car,Summer,13637
"Old Fort (Shahi Fort), Jaunpur",1446,2,5,Luxury,Bus,Winter,22551
Raigad Fort,1941,2,1,Standard,Car,Summer,18312
Mehtab Bagh,2262,8,1,Budget,Train,Monsoon,14754
"Group of Temples at kiramchi, District Udhampur",1493,4,1,Standard,Train,Winter,18754
"Buddhist cave no 01 to 51 Dhamnar, Tehsil Garoth",1014,8,4,Budget,Car,Winter,33538
Raigad Fort,1604,4,3,Luxury,Bus,Winter,35824
"Ranghar Pavillion, Jaisagar",1871,1,5,Standard,Car,Summer,17491
Aga  Khan Palace Building,1059,6,1,Standard,Car,Monsoon,19211
"Ibrahim Rauza, Bijapur",1677,1,6,Luxury,Car,Monsoon,16784
Mehtab Bagh,1372,2,2,Budget,Bus,Summer,6890
Observatory of Man Singh,475,8,1,Luxury,Train,Winter,59256
"Ibrahim Rauza, Bijapur",1821,4,5,Budget,Car,Winter,28877
"Group of Monuments, Hampi",1885,2,2,Luxury,Bus,Winter,20900
Purana Qila,218,3,1,Budget,Bus,Summer,5253
Khan-I-Khana,1529,3,7,Budget,Car,Summer,21811
"Cave Temple & Inscriptions, Bhaja",2383,9,4,Budget,Bus,Summer,30257
Pandulena Caves,1965,5,1,Budget,Train,Winter,15902
Hazarduari Palace,783,4,2,Luxury,Train,Winter,33460
Excavated Remains at sarnath,2159,9,4,Budget,Car,Summer,38555
"Asokan Rock Edict, Jungadh",363,8,7,Luxury,Train,Monsoon,56727
Mehtab Bagh,1292,6,6,Luxury,Car,Summer,58312
"Rani Ki-Vav, Patan",1648,8,3,Luxury,Bus,Winter,68750
"Baba Pyara Caves,Junagadh & Khapra Khodiya Caves, Junagadh",1891,1,5,Standard,Bus,Monsoon,7115
Daulatabad Fort,2135,8,6,Luxury,Car,Monsoon,64933
Warangal,590,2,4,Budget,Bus,Summer,7625
Sultanghari Tomb,1478,5,6,Standard,Train,Monsoon,24953
Ellora Caves,803,8,4,Budget,Bus,Summer,22760
"Cave Temple & Inscriptions, Bhaja",630,3,7,Luxury,Car,Winter,35144
Lord Cornwallis Tomb,1828,4,2,Standard,Car,Winter,29042
"Gingee Fort , Gingee",1189,4,3,Budget,Car,Winter,19720
"Fort on Rock, Dindigual",1255,4,7,Luxury,Bus,Monsoon,30483
Fort Vattakottai,117,8,1,Luxury,Bus,Winter,57835
"Buddhist cave no 01 to 51 Dhamnar, Tehsil Garoth",2386,4,7,Budget,Train,Monsoon,18698
Ancient Site of Vikramshila Antichak,1435,5,2,Luxury,Bus,Monsoon,29922
Ahom Raja's Palace,459,8,7,Budget,Bus,Monsoon,27752
Group of Monuments Mamallapuram,62,7,3,Luxury,Car,Winter,56380
Amaravati mahastupa,1349,2,7,Standard,Train,Winter,18906
"Old Fort, Sholapur",1383,8,1,Standard,Train,Monsoon,21041
Ancient Palace Leh,1807,5,5,Standard,Bus,Summer,26928
"Baba Pyara Caves,Junagadh & Khapra Khodiya Caves, Junagadh",759,4,2,Luxury,Train,Winter,33946
Tomb of Lal Khan,2251,6,1,Standard,Train,Summer,23281
"Remains of Patliputra Site of Mauryan Palace, Kumrahar",1745,3,6,Budget,Bus,Winter,17700
Aga  Khan Palace Building,2063,1,2,Budget,Train,Monsoon,7559
Ancient Remains on both Udaigiri & Khandagiri Hills,1617,6,3,Luxury,Train,Monsoon,37974
Hoshang Shah's Tomb,2101,6,3,Standard,Car,Monsoon,29129
Ahom Raja's Palace,166,3,4,Budget,Car,Summer,9715
Deeg Bhawan,205,9,2,Standard,Bus,Monsoon,24047
"Baba Pyara Caves,Junagadh & Khapra Khodiya Caves, Junagadh",1053,2,5,Standard,Train,Winter,14986
Excavated Remains at sarnath,118,6,1,Budget,Train,Summer,8332
"Asokan Rock Edict, Jungadh",966,5,2,Luxury,Car,Summer,39451
Palace of Tipu Sultan,1785,5,4,Luxury,Train,Summer,43036
Tomb of Rabia Durani (Bibi ka Maqbara),1552,3,3,Budget,Train,Winter,14416
